/home/parallels/PAPTeam_ubuntu/OpticalFlow/Code/Parallel/pyflow/output/HoChiMinhTraffic_10FPS_320/timing/HoChiMinhTraffic_10FPS_320_P6_C3.txt
Total C++ Execution,Total Flow Calculation,Total Pyramid Calculation
0.515956,0.470654,0.485977
0.522006,0.476856,0.492207
0.519215,0.471757,0.487201
0.515550,0.470269,0.485404
0.544175,0.498510,0.513659
0.545877,0.496678,0.514271
0.595175,0.545080,0.562371
0.550115,0.497258,0.513677
0.522704,0.476795,0.492438
0.520720,0.475303,0.491440
0.495408,0.451498,0.466440
0.494443,0.450384,0.465204
0.536105,0.485696,0.501824
0.520618,0.474635,0.490180
0.516415,0.466367,0.481788
0.518623,0.471035,0.486455
0.514613,0.469252,0.484765
0.517262,0.471616,0.487751
0.513387,0.467433,0.483599
0.516706,0.471585,0.486853
0.514591,0.469570,0.484788
0.523491,0.472440,0.488993
0.530777,0.485469,0.500973
0.513914,0.468380,0.484061
0.519620,0.473505,0.489234
0.515816,0.469100,0.484506
0.527916,0.481082,0.496408
0.512647,0.467422,0.482769
0.512847,0.467512,0.483216
0.515477,0.470428,0.485914
0.516055,0.471049,0.486193
0.513160,0.467558,0.483075
0.529517,0.483025,0.499100
0.510188,0.464624,0.480404
0.516495,0.470984,0.486700
0.514953,0.468888,0.484433
0.519147,0.472182,0.487738
0.526800,0.480713,0.496387
0.518830,0.468742,0.484673
0.513683,0.467690,0.483284
0.520717,0.470350,0.486066
0.519954,0.474454,0.490050
0.513280,0.467949,0.483520
0.525880,0.480018,0.496258
0.515087,0.469865,0.485397
0.518018,0.469652,0.485465
0.518920,0.471424,0.487084
0.519895,0.474826,0.490468
0.511367,0.465944,0.481210
0.521763,0.476164,0.491897
0.513244,0.467970,0.483262
0.539085,0.492327,0.508886
0.518781,0.473323,0.488694
0.521045,0.475389,0.491459
0.516188,0.470936,0.486173
0.521231,0.472067,0.487333
0.522546,0.475363,0.490728
0.513215,0.466214,0.482612
0.527931,0.481023,0.496638
0.513424,0.467667,0.483402
0.524998,0.479815,0.495349
0.516981,0.471977,0.487314
0.526015,0.480851,0.496314
0.512714,0.467022,0.482943
0.516822,0.470683,0.486198
0.526379,0.478894,0.494063
0.513623,0.468184,0.483623
0.513880,0.468352,0.483931
0.522198,0.475755,0.492343
0.515536,0.469841,0.485336
0.516469,0.470408,0.486364
0.519301,0.473092,0.489003
0.514755,0.469628,0.484982
0.514844,0.468276,0.484780
0.522170,0.476399,0.492038
0.516117,0.471079,0.486403
0.513584,0.464576,0.480622
0.524721,0.479363,0.494997
0.513382,0.467720,0.483259
0.525474,0.480119,0.495616
0.515859,0.469955,0.485809
0.527249,0.481369,0.497577
0.513948,0.468514,0.483782
0.524810,0.478763,0.494686
0.517029,0.471517,0.487161
0.524271,0.471485,0.492451
0.514587,0.469091,0.484625
0.519462,0.472791,0.488606
0.513423,0.467836,0.483476
0.518568,0.473889,0.489104
0.515271,0.470255,0.485534
0.517857,0.469869,0.485530
0.521310,0.473820,0.489660
0.523999,0.475395,0.491531
0.524792,0.479544,0.494854
0.512374,0.464996,0.480768
0.520926,0.475197,0.490926
0.513720,0.468237,0.483744
0.519365,0.473910,0.489658
0.514436,0.469041,0.484495
0.521409,0.476505,0.491733
0.514376,0.468089,0.483749
0.518553,0.472294,0.488066
0.516700,0.468965,0.484778
0.516680,0.471633,0.486873
0.513124,0.466091,0.481826
0.521313,0.474518,0.490159
0.515869,0.469216,0.484594
0.524057,0.475790,0.491566
0.516736,0.470422,0.486307
0.518555,0.471584,0.487510
0.518357,0.470842,0.486227
