/home/parallels/PAPTeam_ubuntu/OpticalFlow/Code/Thorough/output/HoChiMinhTraffic_10FPS_320_Original/timing/HoChiMinhTraffic_10FPS_320_Original_P6_C2.txt
Total C++ Execution,Total Flow Calculation,Total Pyramid Calculation
0.604834,0.559125,0.574767
0.658034,0.609534,0.626553
0.666725,0.615627,0.633091
0.627428,0.580322,0.595855
0.677393,0.622547,0.639762
0.661168,0.610136,0.626946
0.652727,0.602782,0.618948
0.649791,0.599074,0.615043
0.654748,0.603760,0.620158
0.654006,0.604977,0.621508
